Taxpayer_ID,Age,Gender,Region,Marital_Status,Number_of_Dependants,Annual_Gross_Income (KES),Total_Tax_Paid (KES),Source_of_Income_Raw,Business_Sector,Tax_Compliance_Score,Compliance_Window_Deviation,Effective_Tax_Rate
A420452650X,54.0,Female,Nairobi,Married,6,562094.1916878618,147662.70979982105,Employment (PAYE),Retail/Wholesale,5,4,26.270100631429415
A786066793X,49.0,Female,Rural_Uplands,Married,7,164697.88802838727,25959.780553737764,Business (Sole Proprietor),Manufacturing,5,8,15.762060378857647
A645098869X,26.0,Female,Nakuru,,3,1911663.0244025493,200878.32009775072,Employment (PAYE),Tech/IT,2,2,10.508040252571767
A753876785X,36.0,Female,Nakuru,Married,0,27822.857032488995,2631.273314750494,Farming,Finance,3,12,9.457236227314588
A313579170X,65.0,Male,Mombasa,,0,1445776.1456558574,379806.84836899524,Business (Sole Proprietor),Retail/Wholesale,5,2,26.270100631429415
A264109919X,20.0,Male,Nairobi,Single,4,723443.8492967706,190049.42722214822,Business (Sole Proprietor),Unknown,5,4,26.270100631429415
A501486939X,37.0,Male,Kiambu,Married,3,114320.03498894062,10811.515764052805,Rental,Retail/Wholesale,3,6,9.457236227314587
A918739736X,41.0,Male,Rural_SemiArid,Married,5,67062.95926448073,8456.40330489293,Employment (PAYE),Service (Consultancy),4,3,12.609648303086122
A273461957X,120.0,Female,Rural_Uplands,Single,3,11843.992714933607,746.7429131981346,Employment (PAYE),Manufacturing,2,2,6.304824151543059
A679153816X,50.0,Female,Rural_Uplands,Married,5,81408.70451760947,12831.689159711419,Dividends/Interest,Retail/Wholesale,5,13,15.762060378857647
A936043811X,41.0,Male,Rural_Uplands,Single,2,1290789.987747979,271273.4629774476,Dividends/Interest,Retail/Wholesale,4,0,21.016080505143535
A669462919X,53.0,Male,Nairobi,Married,1,246685.96515876066,31106.23261959328,Employment (PAYE),Retail/Wholesale,4,3,12.609648303086118
A100614068X,55.0,Female,Nairobi,Married,4,1535660.777915068,322735.7053725441,Employment (PAYE),Tech/IT,4,0,21.016080505143535
A743111853X,42.0,Male,Nairobi,Single,5,105893.94930882442,13352.854582091055,Employment (PAYE),Unknown,4,0,12.609648303086122
A448059918X,35.0,Male,Nairobi,Single,5,775031.7228131103,40720.322701701036,Employment (PAYE),Tech/IT,1,3,5.254020126285884
A624636385X,83.0,Male,Nairobi,Married,3,91468.69822861727,2883.470288509951,Employment (PAYE),Manufacturing,1,2,3.1524120757715304
A120912992X,71.0,Female,Kiambu,Married,4,63047.10917914527,5962.514049564708,Rental,Service (Consultancy),3,22,9.457236227314588
A220117054X,52.0,Female,Nakuru,Married,6,228504.04104168699,14406.777966848147,Farming,Retail/Wholesale,2,2,6.304824151543061
A489747629X,78.0,Female,Rural_Uplands,Single,5,98967.8405109536,9359.622466192826,Employment (PAYE),Retail/Wholesale,3,8,9.457236227314587
A992994062X,58.0,Female,Kisumu,Married,2,26522.979215796735,836.1135996531493,Business (Sole Proprietor),Unknown,1,3,3.1524120757715304
A966267851X,50.0,Male,Rural_SemiArid,Married,0,204133.18938405954,19305.35793840198,Employment (PAYE),Retail/Wholesale,3,1,9.45723622731459
A430190783X,50.0,Male,Nairobi,Single,5,314787.5118551728,29770.198610229607,Business (Sole Proprietor),Unknown,3,0,9.457236227314588
A357109965X,31.0,Female,Nairobi,Single,3,1798633.7686390935,378002.320809889,Business (Sole Proprietor),Retail/Wholesale,4,1,21.016080505143535
A162196678X,38.0,Male,Nakuru,Single,6,1093843.8467320786,287353.8792872156,Informal_Sector,Manufacturing,5,4,26.270100631429415
A358633898X,65.0,Female,Nairobi,Single,7,1672641.7133572048,87880.93226044058,Employment (PAYE),Unknown,1,13,5.254020126285884
A709194872X,37.0,Female,Nairobi,Divorced/Widowed,2,790591.159359054,41537.8186293616,Employment (PAYE),Service (Consultancy),1,1,5.254020126285884
A184564737X,25.0,Female,Nairobi,Single,4,441935.4627074539,41794.88068051969,Business (Sole Proprietor),Finance,3,6,9.45723622731459
A191969690X,24.0,Female,Nairobi,Married,5,42471.2493577224,6694.343967419397,Employment (PAYE),Service (Consultancy),5,2,15.762060378857651
A885879795X,84.0,Female,Mombasa,Married,2,335980.4648416564,31774.466237705084,Employment (PAYE),Service (Consultancy),3,1,9.457236227314588
A621828280X,34.0,Female,Kiambu,Single,7,656836.6694292655,69020.66161727898,Employment (PAYE),Retail/Wholesale,2,4,10.508040252571767
A976198296X,50.0,Male,Mombasa,Married,2,2388454.170483284,150587.83538916757,Business (Sole Proprietor),Unknown,1,13,6.304824151543061
A174316370X,65.0,Male,Nakuru,Single,6,751204.2110298165,157873.68174805454,Employment (PAYE),Retail/Wholesale,4,3,21.01608050514353
A916690353X,76.0,Male,Kiambu,Married,2,1724719.7852314014,362468.49855237,Informal_Sector,Retail/Wholesale,4,6,21.016080505143535
A671988889X,39.0,Female,Nairobi,Single,2,57068.247944873314,7196.105358581698,Business (Sole Proprietor),Unknown,4,4,12.609648303086122
A922308461X,47.0,Male,Nairobi,Married,6,164451.92558274308,5184.202360909203,Employment (PAYE),Service (Consultancy),1,4,3.1524120757715304
A235034324X,55.0,Female,Nairobi,Married,6,510949.51636129874,26845.390424783018,Business (Sole Proprietor),Service (Consultancy),1,1,5.254020126285884
A237859287X,68.0,Male,Kisumu,Married,7,1530995.9604220567,321755.34357279487,Employment (PAYE),Unknown,4,4,21.016080505143535
A808402051X,71.0,Female,Machakos,,6,215810.72540469104,6803.243368467617,Business (Sole Proprietor),Service (Consultancy),1,1,3.1524120757715295
A610330567X,25.0,Male,Nakuru,Married,2,237122.23846756745,29900.280319165446,Business (Sole Proprietor),Service (Consultancy),4,4,12.609648303086122
A690347116X,44.0,Female,Nairobi,Single,2,752164.5977774673,79037.75870005079,Business (Sole Proprietor),Unknown,2,11,10.508040252571767
A277303722X,44.0,,Mombasa,Married,1,49572.61083478302,3125.465940461852,Dividends/Interest,Service (Consultancy),2,17,6.304824151543061
A384602384X,38.0,Male,Mombasa,Married,4,2990965.5651832875,377150.23863602453,Employment (PAYE),Retail/Wholesale,2,1,12.609648303086118
A666585408X,47.0,,Kiambu,Married,0,71775.31260587017,6787.9608660306485,Informal_Sector,Service (Consultancy),3,4,9.457236227314588
A751325257X,45.0,Female,Mombasa,Single,4,15094.955055007922,1427.565557959064,Dividends/Interest,Finance,3,1,9.457236227314588
A554340903X,81.0,Male,Kiambu,,3,272420.06559398695,42939.015223047834,Employment (PAYE),Retail/Wholesale,5,3,15.762060378857647
A327416584X,78.0,Male,Mombasa,Married,3,3428687.365296521,1080863.5454406023,Employment (PAYE),Service (Consultancy),5,19,31.524120757715295
A679064766X,65.0,Female,Kisumu,Married,7,646727.1025140117,169895.86064115854,Employment (PAYE),Service (Consultancy),5,7,26.270100631429415
A910959828X,36.0,Female,Nairobi,Single,6,827890.1988633199,86995.0353436541,Employment (PAYE),Retail/Wholesale,2,1,10.508040252571767
A883757514X,21.0,Female,Kisumu,Married,4,285523.22219607525,18001.737071282107,Business (Sole Proprietor),Manufacturing,2,1,6.304824151543059
A840739735X,52.0,Male,Nairobi,Married,2,213508.8908465732,13461.360115786456,Employment (PAYE),Retail/Wholesale,2,3,6.304824151543059
A315984311X,120.0,Male,Nairobi,Divorced/Widowed,1,26440.070109578945,833.4999629768255,Informal_Sector,Manufacturing,1,3,3.1524120757715304
A865523129X,66.0,Female,Rural_SemiArid,Married,0,9053.625943055442,285.4075975240638,Employment (PAYE),Tech/IT,1,3,3.1524120757715304
A434702822X,34.0,Female,Rural_SemiArid,Single,5,360197.76530354837,22709.835700176507,Employment (PAYE),Retail/Wholesale,2,1,6.304824151543061
A528414718X,61.0,Female,Nairobi,Single,5,1921897.988709337,403907.62853388867,Employment (PAYE),Retail/Wholesale,4,20,21.016080505143535
A821218382X,47.0,Male,Kiambu,Single,2,449639.10776510916,70872.38765289332,Employment (PAYE),Retail/Wholesale,5,22,15.762060378857647
A797801251X,63.0,Male,Nairobi,Married,4,683785.3219738858,107778.65531129006,Farming,Retail/Wholesale,3,4,15.762060378857651
A500957212X,23.0,Male,Kiambu,Married,5,2886560.8046941776,909962.9138166709,Business (Sole Proprietor),Manufacturing,5,1,31.524120757715295
A570406376X,54.0,Male,Rural_Uplands,,4,439393.3379683009,55405.95458499332,Employment (PAYE),Manufacturing,4,1,12.609648303086122
A655742829X,41.0,Male,Rural_SemiArid,,1,223243.26929252426,7037.547779524691,Informal_Sector,Retail/Wholesale,1,1,3.1524120757715304
A584779555X,63.0,Male,Nakuru,Married,1,78606.74519966682,4956.017056090509,Farming,Manufacturing,2,1,6.304824151543061
A229927269X,,Female,Kiambu,Single,6,5572302.180964773,351323.85370242764,Dividends/Interest,Unknown,1,1,6.304824151543059
A366186631X,77.0,Male,Nakuru,Single,4,591147.9885796407,31059.0342961085,Farming,Retail/Wholesale,1,4,5.254020126285884
A341266931X,80.0,Female,Nairobi,Divorced/Widowed,6,65159.76303990212,8216.416954455955,Business (Sole Proprietor),Service (Consultancy),4,3,12.609648303086122
A168747287X,,Female,Rural_SemiArid,Single,2,46316.26611239849,1460.0795659737269,Business (Sole Proprietor),Finance,1,12,3.1524120757715304
A463016614X,,Female,Rural_Uplands,Married,6,1757838.6813079852,92357.19810355992,Employment (PAYE),Retail/Wholesale,1,1,5.254020126285884
A122585366X,84.0,Male,Mombasa,Married,2,56604.14277331242,8921.979160864292,Employment (PAYE),Agriculture/Farming,5,1,15.762060378857647
A731691672X,,Female,Nairobi,Married,2,4328584.911352447,1364548.3345549891,Business (Sole Proprietor),Unknown,5,0,31.524120757715295
A694768704X,42.0,Female,Nairobi,Married,5,4295.425096951819,541.6379978481203,Informal_Sector,Retail/Wholesale,4,3,12.609648303086118
A347083812X,71.0,Female,Nairobi,Married,0,2266829.680330119,285839.25031959935,Business (Sole Proprietor),Unknown,2,13,12.609648303086118
A731832764X,75.0,Female,Rural_Uplands,Married,0,557012.0858243918,146327.63547529173,Informal_Sector,Service (Consultancy),5,2,26.270100631429415
A336456621X,,Female,Kiambu,Married,2,320581.4427432222,10106.048113719928,Employment (PAYE),Retail/Wholesale,1,11,3.1524120757715295
A107721109X,,Female,Nairobi,,4,206243.40902365203,19504.926394633425,Rental,Service (Consultancy),3,5,9.457236227314588
A176228245X,,Male,Kiambu,Single,1,4574897.137768104,1442196.0982512778,Business (Sole Proprietor),Retail/Wholesale,5,6,31.524120757715295
A860038427X,49.0,Female,Rural_Uplands,,6,774976.7342806272,122152.30077941167,Rental,Tech/IT,3,5,15.762060378857651
A777641645X,64.0,Male,Nairobi,Married,7,69230.34704980423,4364.851640993135,Business (Sole Proprietor),Retail/Wholesale,2,16,6.304824151543061
A163215224X,40.0,Female,Rural_Uplands,,3,20366.263603427666,642.0285532179157,Employment (PAYE),Finance,1,2,3.1524120757715304
A345824373X,83.0,Male,Rural_Uplands,Single,1,350090.096783718,55181.41243545081,Employment (PAYE),Service (Consultancy),5,5,15.762060378857651
A172370545X,44.0,Male,Rural_SemiArid,Single,1,267906.4950895134,16891.033405956165,Informal_Sector,Service (Consultancy),2,17,6.304824151543061
A133729406X,19.0,Female,Kiambu,Married,3,27452.099922942045,3461.613252094768,Employment (PAYE),Retail/Wholesale,4,1,12.609648303086122
A454794895X,34.0,Female,Nairobi,Single,2,246942.2325093784,15569.273515610907,Business (Sole Proprietor),Service (Consultancy),2,2,6.304824151543059
A176082500X,50.0,Male,Kiambu,Married,1,113447.79457393842,14305.367903381253,Business (Sole Proprietor),Retail/Wholesale,4,5,12.609648303086122
A652070932X,26.0,Male,Nairobi,Married,3,272102.76936318935,34311.202239655744,Employment (PAYE),Finance,4,1,12.609648303086122
A355555531X,60.0,Female,Nairobi,Married,6,797219.5716212784,209430.38371836036,Dividends/Interest,Retail/Wholesale,5,1,26.270100631429415
A399012686X,65.0,Male,Nakuru,,5,2517847.4833402256,476237.56868596096,Rental,Manufacturing,3,21,18.914472454629177
A818309417X,56.0,Female,Kiambu,Single,4,1048984.9649748432,220455.52472596476,Informal_Sector,Retail/Wholesale,4,1,21.016080505143535
A621209849X,59.0,Male,Rural_Uplands,Single,4,90929.41955335591,2866.4700024289505,Employment (PAYE),Manufacturing,1,2,3.1524120757715295
A330035022X,43.0,Female,Nairobi,Single,4,466667.6874201093,73556.44265977631,Business (Sole Proprietor),Tech/IT,5,3,15.762060378857647
A678998028X,67.0,Female,Nakuru,Married,2,294979.364562008,37195.86043794746,Informal_Sector,Service (Consultancy),4,4,12.609648303086118
A242068763X,42.0,Male,Machakos,Married,1,36381.16839817029,5734.421729453478,Informal_Sector,Manufacturing,5,2,15.762060378857647
A876693898X,41.0,Male,Machakos,Single,7,487648.0311845157,15372.675422322789,Informal_Sector,Service (Consultancy),1,2,3.1524120757715304
A713152854X,120.0,Male,Rural_Uplands,Single,1,4347052.150861647,1370369.9694384858,Rental,Unknown,5,1,31.524120757715295
A718702544X,77.0,Female,Kisumu,Single,0,281711.8182434993,44403.58688591808,Employment (PAYE),Finance,5,2,15.762060378857647
A607526654X,24.0,Female,Rural_SemiArid,,4,24556.355521014542,3096.4700672554054,Employment (PAYE),Tech/IT,4,5,12.609648303086122
A360916298X,74.0,Female,Nairobi,Married,2,280801.41959616955,17704.035720575062,Farming,Unknown,2,7,6.304824151543059
A942478695X,53.0,Male,Mombasa,Married,3,43452.849146693654,6849.064318835785,Farming,Unknown,5,8,15.762060378857651
A607850824X,62.0,,Nairobi,Married,2,980098.4064294193,205978.27012483563,Rental,Tech/IT,4,3,21.016080505143535
A967043303X,37.0,,Nairobi,Married,7,589657.7056375751,30980.734530393765,Employment (PAYE),Retail/Wholesale,1,2,5.254020126285884
A537077308X,82.0,Male,Nairobi,Married,1,207655.3305952937,6546.151717669331,Business (Sole Proprietor),Tech/IT,1,1,3.1524120757715304
A304451095X,25.0,Female,Nairobi,,6,163285.1929960274,10294.844283907232,Employment (PAYE),Service (Consultancy),2,2,6.304824151543059
A201281557X,33.0,Female,Nairobi,Married,6,195174.35135417752,6152.699820897847,Business (Sole Proprietor),Tech/IT,1,3,3.1524120757715295
A204078666X,31.0,Female,Nairobi,Single,6,271688.57419536094,34258.97368570421,Employment (PAYE),Manufacturing,4,8,12.609648303086122
A807577342X,32.0,Male,Nairobi,Married,4,84258.73041819598,5312.36478518998,Informal_Sector,Manufacturing,2,0,6.304824151543061
A562837684X,83.0,Female,Rural_SemiArid,Single,0,33468.84812609042,4220.304039794031,Employment (PAYE),Manufacturing,4,2,12.609648303086118
A480424119X,49.0,Female,Nairobi,,7,1480733.9278827375,155596.11717540506,Business (Sole Proprietor),Manufacturing,2,0,10.508040252571767
A554814084X,80.0,Female,Kisumu,Single,5,150527.11834147677,9490.47011181523,Employment (PAYE),Retail/Wholesale,2,1,6.304824151543059
A541417711X,68.0,Female,Nairobi,,2,344746.50445894,43471.32174945545,Rental,Retail/Wholesale,4,10,12.609648303086122
A601463916X,42.0,Male,Rural_SemiArid,Single,0,411647.6017442413,25953.657414018715,Business (Sole Proprietor),Manufacturing,2,1,6.304824151543059
A882839238X,75.0,Male,Rural_Uplands,Married,6,434969.2941780038,54848.09822226233,Informal_Sector,Service (Consultancy),4,3,12.609648303086122
A158165865X,80.0,Female,Nakuru,,7,46132.50159626432,1454.2865511761302,Employment (PAYE),Agriculture/Farming,1,8,3.1524120757715295
A823019672X,79.0,Male,Nakuru,Single,7,21725.45195071531,684.8757708102909,Employment (PAYE),Retail/Wholesale,1,2,3.1524120757715304
A801642483X,39.0,Male,Nairobi,,1,110964.01216125264,17490.214595659585,Dividends/Interest,Retail/Wholesale,5,1,15.762060378857647
A793830224X,75.0,Female,Rural_SemiArid,Married,3,485807.2885486176,45943.942887554585,Employment (PAYE),Tech/IT,3,3,9.457236227314588
A205675387X,75.0,Female,Rural_Uplands,Single,2,90045.93417079827,8515.856707624582,Employment (PAYE),Tech/IT,3,13,9.45723622731459
A165082363X,66.0,Female,Rural_Uplands,,5,157568.87912901296,4967.220373320851,Business (Sole Proprietor),Retail/Wholesale,1,7,3.1524120757715304
A532311310X,69.0,Male,Nakuru,,1,6523659.964289923,2056526.444965482,Rental,Service (Consultancy),5,2,31.524120757715295
A881913386X,,Male,Nairobi,Married,4,16845.92678605983,1593.1590908381427,Employment (PAYE),Retail/Wholesale,3,2,9.45723622731459
A464323393X,32.0,Female,Rural_Uplands,Single,2,86461.02437659435,10902.431093134106,Employment (PAYE),Retail/Wholesale,4,9,12.609648303086122
A959629660X,71.0,Female,Nairobi,Married,7,4615386.185243598,1163967.931576881,Farming,Retail/Wholesale,4,1,25.219296606172236
A217326729X,77.0,Female,Mombasa,Married,0,250973.33866329433,15823.427669977336,Business (Sole Proprietor),Tech/IT,2,7,6.304824151543059
A366992705X,25.0,Female,Nairobi,Married,6,93062.09632602095,8801.102287642852,Employment (PAYE),Unknown,3,2,9.457236227314588
A305718272X,70.0,Female,Rural_SemiArid,Married,2,1549051.5145828605,325549.9133708792,Employment (PAYE),Retail/Wholesale,4,1,21.016080505143535
A304235259X,77.0,Female,Nairobi,Single,1,291514.6832099214,27569.232228470046,Business (Sole Proprietor),Retail/Wholesale,3,0,9.457236227314588
A675832441X,22.0,Male,Nairobi,Single,1,159139.65156374365,10033.475186472384,Employment (PAYE),Finance,2,14,6.304824151543061
A581695135X,23.0,Female,Mombasa,Married,6,358094.92739535274,11288.627733936391,Farming,Unknown,1,2,3.1524120757715295
A250519597X,64.0,Female,Machakos,Married,0,99991.13248874925,15760.662676380203,Rental,Retail/Wholesale,5,1,15.762060378857647
A552991960X,72.0,Female,Nakuru,Married,5,58323.67654950688,3677.205245161166,Business (Sole Proprietor),Service (Consultancy),2,3,6.304824151543061
A297018781X,57.0,Male,Nairobi,,1,226297.23393531487,14267.642659427629,Informal_Sector,Retail/Wholesale,2,2,6.304824151543059
A399085574X,69.0,Female,Nairobi,Married,2,58894.59265373513,3713.2005015855975,Employment (PAYE),Retail/Wholesale,2,2,6.304824151543061
A596743109X,33.0,Male,Machakos,Single,6,272676.1122157195,42979.37344616334,Employment (PAYE),Manufacturing,5,2,15.762060378857651
A368227631X,,Male,Rural_SemiArid,Married,5,456621.38679269113,57578.35095123288,Rental,Unknown,4,3,12.609648303086118
A180943908X,47.0,Male,Rural_Uplands,Married,0,964717.5894570913,152059.3689356868,Business (Sole Proprietor),Manufacturing,3,6,15.762060378857651
A575808013X,36.0,Female,Kiambu,Married,1,1456996.20174859,76550.87367909179,Employment (PAYE),Unknown,1,1,5.254020126285884
A967607278X,34.0,Male,Rural_SemiArid,Single,6,146004.86872290567,4602.675112835248,Employment (PAYE),Service (Consultancy),1,10,3.1524120757715304
A690907304X,80.0,Male,Kiambu,Married,1,567571.4434231734,149101.58934252412,Employment (PAYE),Unknown,5,1,26.270100631429415
A205128697X,36.0,,Mombasa,Married,2,561734.8213054766,29513.660567745785,Employment (PAYE),Retail/Wholesale,1,4,5.254020126285884
A154318806X,-5.0,Female,Kiambu,Married,1,438768.87541423074,69159.01506642575,Rental,Retail/Wholesale,5,3,15.762060378857651
A800235246X,72.0,Male,Kiambu,Single,6,130719.7350936372,20604.123572541866,Rental,Finance,5,1,15.762060378857647
A680451872X,79.0,Male,Machakos,Married,2,57405.66560197051,5428.989403840625,Business (Sole Proprietor),Service (Consultancy),3,8,9.457236227314588
A997677788X,40.0,Female,Mombasa,Single,4,569778.4235377349,89808.81914372103,Employment (PAYE),Service (Consultancy),3,1,15.762060378857647
